episode,avg_detect_streak,avg_lost_streak,lock_count,lock_time_ratio,target_covered_ratio
436,0.272000,1.372000,2,0.064000,0.115000
437,0.056000,0.820000,1,0.022000,0.035000
438,0.116000,1.404000,3,0.068000,0.100000
439,0.146000,1.838000,4,0.092000,0.130000
440,0.348000,0.960000,4,0.130000,0.220000
441,0.248000,1.276000,3,0.078000,0.120000
442,0.106000,1.808000,3,0.074000,0.105000
443,0.128000,0.890000,2,0.046000,0.075000
444,0.234000,1.412000,2,0.058000,0.100000
445,0.072000,0.810000,1,0.024000,0.040000
446,0.180000,1.686000,4,0.092000,0.135000
447,0.318000,1.348000,4,0.112000,0.180000
448,0.374000,1.764000,5,0.126000,0.205000
449,0.120000,1.286000,3,0.072000,0.105000
450,0.384000,1.054000,6,0.136000,0.225000
451,0.136000,1.098000,4,0.090000,0.160000
452,0.074000,0.920000,2,0.034000,0.045000
453,0.266000,1.208000,4,0.102000,0.175000
454,0.534000,1.330000,2,0.074000,0.145000
455,0.220000,1.918000,5,0.108000,0.170000
456,0.196000,1.398000,2,0.058000,0.090000
457,0.196000,1.238000,3,0.096000,0.160000
458,0.056000,0.820000,1,0.022000,0.035000
459,0.056000,0.820000,1,0.022000,0.035000
460,0.212000,0.968000,4,0.102000,0.155000
461,0.254000,1.526000,4,0.104000,0.165000
462,0.108000,0.842000,2,0.048000,0.075000
463,0.244000,1.572000,5,0.128000,0.175000
464,0.006000,0.850000,1,0.012000,0.010000
465,0.042000,0.802000,1,0.026000,0.040000
466,0.264000,1.320000,4,0.092000,0.170000
467,0.138000,2.134000,3,0.068000,0.080000
468,0.634000,1.214000,6,0.188000,0.270000
469,0.196000,1.034000,3,0.094000,0.145000
470,0.862000,1.508000,7,0.216000,0.310000
471,0.056000,1.126000,2,0.048000,0.065000
472,0.056000,0.820000,1,0.022000,0.035000
473,0.188000,1.874000,4,0.086000,0.125000
474,0.332000,1.382000,2,0.064000,0.115000
475,0.112000,1.444000,2,0.054000,0.085000
476,0.176000,0.736000,2,0.068000,0.115000
477,0.346000,1.676000,4,0.114000,0.190000
478,0.162000,1.262000,4,0.080000,0.150000
479,0.200000,1.314000,3,0.070000,0.125000
480,0.384000,1.560000,5,0.158000,0.275000
481,0.576000,2.288000,6,0.154000,0.240000
482,0.102000,1.376000,2,0.050000,0.070000
483,0.272000,1.364000,2,0.070000,0.125000
484,0.086000,1.120000,2,0.062000,0.090000
485,0.428000,1.776000,5,0.120000,0.205000
486,0.232000,1.760000,4,0.110000,0.170000
487,0.166000,0.614000,3,0.072000,0.110000
488,0.164000,0.952000,4,0.064000,0.105000
489,0.172000,2.012000,4,0.084000,0.125000
490,0.090000,0.800000,1,0.026000,0.045000
491,0.068000,0.706000,2,0.050000,0.070000
492,0.212000,0.800000,3,0.070000,0.115000
493,0.248000,2.178000,6,0.120000,0.145000
494,0.092000,1.322000,2,0.046000,0.070000
495,0.030000,0.840000,1,0.018000,0.025000
496,0.310000,1.552000,4,0.112000,0.165000
497,0.080000,1.466000,3,0.060000,0.075000
498,0.204000,0.886000,3,0.070000,0.120000
499,0.086000,1.334000,4,0.058000,0.075000
500,0.302000,1.562000,4,0.092000,0.165000
501,0.272000,1.726000,6,0.150000,0.220000
502,0.164000,1.052000,3,0.068000,0.105000
503,0.226000,1.542000,3,0.076000,0.125000
504,0.062000,0.742000,2,0.042000,0.060000
505,0.110000,1.422000,3,0.060000,0.085000
506,0.032000,0.812000,1,0.024000,0.035000
507,0.514000,1.370000,4,0.146000,0.160000
508,0.318000,1.032000,6,0.152000,0.255000
509,0.740000,1.560000,5,0.206000,0.375000
510,0.340000,2.324000,7,0.154000,0.205000
511,0.300000,0.890000,4,0.082000,0.115000
512,0.600000,1.716000,4,0.120000,0.210000
513,0.148000,1.854000,4,0.080000,0.110000
514,0.114000,1.470000,3,0.056000,0.065000
515,0.188000,1.098000,5,0.114000,0.165000
516,0.162000,1.814000,4,0.086000,0.150000
517,0.238000,2.008000,4,0.098000,0.150000
518,0.386000,1.410000,4,0.156000,0.235000
519,0.072000,0.810000,1,0.024000,0.040000
