episode,avg_detect_streak,avg_lost_streak,lock_count,lock_time_ratio,target_covered_ratio
325,0.500000,2.038000,6,0.178000,0.335000
326,0.356000,1.962000,6,0.130000,0.230000
327,0.406000,1.650000,3,0.108000,0.190000
328,0.342000,2.022000,3,0.090000,0.160000
329,0.148000,1.414000,2,0.052000,0.080000
330,0.048000,0.636000,2,0.032000,0.050000
331,0.392000,1.304000,4,0.078000,0.135000
332,0.064000,0.754000,1,0.032000,0.050000
333,0.102000,1.586000,5,0.080000,0.105000
334,0.000000,0.000000,0,0.000000,0.000000
335,0.664000,1.182000,2,0.086000,0.170000
336,0.412000,1.180000,3,0.140000,0.245000
337,0.168000,0.252000,1,0.040000,0.075000
338,0.382000,1.164000,4,0.096000,0.170000
339,0.154000,1.182000,3,0.064000,0.095000
340,0.000000,0.000000,0,0.000000,0.000000
341,0.000000,0.000000,0,0.000000,0.000000
342,0.084000,0.752000,2,0.034000,0.060000
343,0.174000,1.238000,3,0.084000,0.100000
344,0.420000,1.728000,3,0.120000,0.220000
345,0.482000,1.154000,2,0.094000,0.185000
346,0.888000,0.894000,4,0.150000,0.285000
347,0.074000,1.372000,2,0.042000,0.045000
348,0.246000,0.550000,1,0.058000,0.105000
349,0.040000,0.792000,1,0.026000,0.040000
350,0.100000,1.224000,2,0.050000,0.075000
351,0.214000,1.268000,3,0.088000,0.145000
352,0.480000,1.730000,3,0.122000,0.220000
353,0.576000,1.140000,3,0.120000,0.220000
354,0.120000,2.034000,4,0.080000,0.110000
355,0.108000,1.614000,3,0.062000,0.085000
356,0.214000,1.364000,3,0.080000,0.130000
357,0.404000,1.188000,3,0.112000,0.195000
358,0.468000,1.086000,2,0.098000,0.190000
359,0.262000,1.082000,3,0.106000,0.175000
360,0.132000,0.802000,3,0.060000,0.085000
361,0.088000,1.050000,2,0.056000,0.080000
362,0.162000,0.642000,3,0.062000,0.110000
363,0.042000,1.486000,2,0.038000,0.045000
364,0.144000,1.202000,3,0.064000,0.095000
365,0.336000,1.420000,2,0.060000,0.110000
366,0.120000,0.730000,2,0.044000,0.070000
367,0.202000,1.242000,2,0.062000,0.110000
368,0.212000,1.224000,3,0.080000,0.130000
369,0.050000,0.774000,1,0.030000,0.045000
370,0.062000,0.792000,1,0.028000,0.045000
371,0.180000,1.926000,4,0.090000,0.130000
372,0.044000,1.530000,2,0.030000,0.035000
373,0.158000,1.236000,4,0.084000,0.155000
374,0.040000,1.514000,2,0.038000,0.045000
375,0.090000,0.688000,2,0.052000,0.075000
376,0.154000,1.136000,3,0.076000,0.115000
377,0.096000,1.442000,2,0.048000,0.075000
378,0.062000,0.792000,1,0.028000,0.045000
379,0.104000,0.600000,3,0.044000,0.070000
380,0.172000,1.220000,2,0.082000,0.140000
381,0.028000,0.788000,1,0.028000,0.035000
382,0.082000,1.452000,2,0.046000,0.070000
383,0.092000,1.424000,2,0.050000,0.075000
384,0.128000,1.274000,3,0.070000,0.105000
385,0.092000,0.860000,2,0.036000,0.050000
386,0.122000,1.496000,3,0.074000,0.110000
387,0.122000,1.470000,2,0.042000,0.065000
388,0.024000,0.806000,1,0.024000,0.030000
389,0.336000,1.390000,2,0.060000,0.090000
390,0.106000,1.332000,4,0.072000,0.145000
391,0.138000,1.906000,4,0.088000,0.125000
392,0.102000,2.154000,3,0.066000,0.095000
393,0.878000,1.508000,3,0.194000,0.385000
394,0.722000,1.382000,3,0.114000,0.220000
395,0.204000,1.660000,3,0.068000,0.110000
396,0.528000,1.640000,4,0.154000,0.270000
397,0.274000,1.072000,5,0.144000,0.230000
398,0.280000,0.872000,3,0.072000,0.135000
399,0.262000,1.844000,4,0.100000,0.160000
400,0.372000,1.970000,5,0.118000,0.195000
401,0.120000,1.846000,3,0.070000,0.100000
402,0.282000,2.118000,6,0.132000,0.185000
403,0.110000,0.780000,1,0.028000,0.050000
404,0.882000,0.996000,2,0.144000,0.285000
405,0.440000,1.882000,3,0.092000,0.165000
406,0.084000,0.590000,2,0.038000,0.055000
407,0.282000,1.806000,4,0.108000,0.175000
408,0.350000,1.924000,4,0.106000,0.175000
409,0.166000,1.302000,3,0.084000,0.125000
410,0.110000,0.790000,1,0.028000,0.050000
411,0.500000,1.250000,5,0.158000,0.260000
412,0.664000,1.418000,5,0.126000,0.240000
413,0.252000,2.228000,5,0.120000,0.180000
414,0.152000,1.346000,3,0.082000,0.130000
415,0.092000,0.632000,1,0.030000,0.050000
416,0.130000,1.002000,2,0.050000,0.080000
417,0.024000,0.794000,1,0.024000,0.030000
418,0.096000,1.494000,3,0.056000,0.090000
419,0.048000,1.020000,2,0.032000,0.040000
420,0.308000,1.282000,4,0.100000,0.165000
421,0.280000,1.344000,3,0.090000,0.125000
422,0.110000,1.234000,3,0.068000,0.100000
423,1.184000,1.380000,4,0.174000,0.280000
424,0.166000,1.744000,4,0.084000,0.120000
425,0.098000,1.480000,2,0.042000,0.065000
426,0.282000,2.450000,5,0.120000,0.180000
427,0.120000,0.810000,2,0.044000,0.070000
428,0.188000,1.480000,2,0.052000,0.090000
429,0.174000,1.936000,4,0.090000,0.130000
430,0.098000,1.466000,3,0.062000,0.100000
431,0.370000,2.060000,4,0.122000,0.165000
432,0.356000,1.426000,3,0.094000,0.160000
433,0.380000,2.084000,4,0.114000,0.195000
434,0.194000,1.474000,5,0.104000,0.150000
435,0.268000,0.810000,3,0.074000,0.125000
436,0.194000,2.272000,4,0.086000,0.130000
437,0.150000,1.472000,2,0.054000,0.090000
438,0.246000,2.072000,3,0.072000,0.115000
439,0.050000,1.062000,2,0.036000,0.045000
440,0.214000,1.886000,3,0.082000,0.130000
